DateTime,kW
11/01/2021 21.00,0
11/01/2021 21.15,0
11/01/2021 21.30,0
11/01/2021 21.45,0
11/01/2021 22.00,0
11/01/2021 22.15,0
11/01/2021 22.30,0
11/01/2021 22.45,0
11/01/2021 23.00,0
11/01/2021 23.15,0
11/01/2021 23.30,0
11/01/2021 23.45,0
11/01/2021 24.00,0
12/01/2021 00.15,0
12/01/2021 00.30,0
12/01/2021 00.45,0
12/01/2021 01.00,0
12/01/2021 01.15,0
12/01/2021 01.30,0
12/01/2021 01.45,0
12/01/2021 02.00,0
12/01/2021 02.15,0
12/01/2021 02.30,0
12/01/2021 02.45,0
12/01/2021 03.00,0
12/01/2021 03.15,0
12/01/2021 03.30,0
12/01/2021 03.45,0
12/01/2021 04.00,0
12/01/2021 04.15,0
12/01/2021 04.30,0
12/01/2021 04.45,0
12/01/2021 05.00,0
12/01/2021 05.15,0
12/01/2021 05.30,0
12/01/2021 05.45,0
12/01/2021 06.00,0
12/01/2021 06.15,0
12/01/2021 06.30,0
12/01/2021 06.45,0
12/01/2021 07.00,36
12/01/2021 07.15,96
12/01/2021 07.30,180
12/01/2021 07.45,228
12/01/2021 08.00,192
12/01/2021 08.15,324
12/01/2021 08.30,432
12/01/2021 08.45,528
12/01/2021 09.00,660
12/01/2021 09.15,876
12/01/2021 09.30,1056
12/01/2021 09.45,1296
12/01/2021 10.00,1464
12/01/2021 10.15,1440
12/01/2021 10.30,1536
12/01/2021 10.45,1632
12/01/2021 11.00,1776
12/01/2021 11.15,1944
12/01/2021 11.30,2148
12/01/2021 11.45,2424
12/01/2021 12.00,3564
12/01/2021 12.15,3756
12/01/2021 12.30,4092
12/01/2021 12.45,4464
12/01/2021 13.00,4572
12/01/2021 13.15,4416
12/01/2021 13.30,4404
12/01/2021 13.45,4452
12/01/2021 14.00,4308
12/01/2021 14.15,4296
12/01/2021 14.30,3996
12/01/2021 14.45,3624
12/01/2021 15.00,3480
12/01/2021 15.15,2988
12/01/2021 15.30,2724
12/01/2021 15.45,3120
12/01/2021 16.00,2544
12/01/2021 16.15,2112
12/01/2021 16.30,1680
12/01/2021 16.45,1272
12/01/2021 17.00,900
12/01/2021 17.15,552
12/01/2021 17.30,216
12/01/2021 17.45,84
12/01/2021 18.00,0
12/01/2021 18.15,0
12/01/2021 18.30,0
12/01/2021 18.45,0
12/01/2021 19.00,0
12/01/2021 19.15,0
12/01/2021 19.30,0
12/01/2021 19.45,0
12/01/2021 20.00,0
12/01/2021 20.15,0
12/01/2021 20.30,0
12/01/2021 20.45,0
12/01/2021 21.00,0
12/01/2021 21.15,0
12/01/2021 21.30,0
12/01/2021 21.45,0
12/01/2021 22.00,0
12/01/2021 22.15,0
12/01/2021 22.30,0
12/01/2021 22.45,0
12/01/2021 23.00,0
12/01/2021 23.15,0
12/01/2021 23.30,0
12/01/2021 23.45,0
12/01/2021 24.00,0
13/01/2021 00.15,0
13/01/2021 00.30,0
13/01/2021 00.45,0
13/01/2021 01.00,0
13/01/2021 01.15,0
13/01/2021 01.30,0
13/01/2021 01.45,0
13/01/2021 02.00,0
13/01/2021 02.15,0
13/01/2021 02.30,0
13/01/2021 02.45,0
13/01/2021 03.00,0
13/01/2021 03.15,0
13/01/2021 03.30,0
13/01/2021 03.45,0
13/01/2021 04.00,0
13/01/2021 04.15,0
13/01/2021 04.30,0
13/01/2021 04.45,0
13/01/2021 05.00,0
13/01/2021 05.15,0
13/01/2021 05.30,0
13/01/2021 05.45,0
13/01/2021 06.00,0
13/01/2021 06.15,0
13/01/2021 06.30,0
13/01/2021 06.45,0
13/01/2021 07.00,48
13/01/2021 07.15,168
13/01/2021 07.30,336
13/01/2021 07.45,864
13/01/2021 08.00,1332
13/01/2021 08.15,1704
13/01/2021 08.30,2100
13/01/2021 08.45,2484
13/01/2021 09.00,2856
13/01/2021 09.15,3192
13/01/2021 09.30,3504
13/01/2021 09.45,3792
13/01/2021 10.00,4056
13/01/2021 10.15,4284
13/01/2021 10.30,4464
13/01/2021 10.45,4584
13/01/2021 11.00,4752
13/01/2021 11.15,4800
13/01/2021 11.30,4932
13/01/2021 11.45,4932
13/01/2021 12.00,5004
13/01/2021 12.15,5076
13/01/2021 12.30,5064
13/01/2021 12.45,5016
13/01/2021 13.00,4956
13/01/2021 13.15,4872
13/01/2021 13.30,4788
13/01/2021 13.45,4632
13/01/2021 14.00,4488
13/01/2021 14.15,4296
13/01/2021 14.30,4128
13/01/2021 14.45,3888
13/01/2021 15.00,3648
13/01/2021 15.15,3384
13/01/2021 15.30,3072
13/01/2021 15.45,2724
13/01/2021 16.00,2388
13/01/2021 16.15,2016
13/01/2021 16.30,1632
13/01/2021 16.45,1248
13/01/2021 17.00,876
13/01/2021 17.15,516
13/01/2021 17.30,204
13/01/2021 17.45,84
13/01/2021 18.00,12
13/01/2021 18.15,0
13/01/2021 18.30,0
13/01/2021 18.45,0
13/01/2021 19.00,0
13/01/2021 19.15,0
13/01/2021 19.30,0
13/01/2021 19.45,0
13/01/2021 20.00,0
13/01/2021 20.15,0
13/01/2021 20.30,0
13/01/2021 20.45,0
13/01/2021 21.00,0
13/01/2021 21.15,0
13/01/2021 21.30,0
13/01/2021 21.45,0
13/01/2021 22.00,0
13/01/2021 22.15,0
13/01/2021 22.30,0
13/01/2021 22.45,0
13/01/2021 23.00,0
13/01/2021 23.15,0
13/01/2021 23.30,0
13/01/2021 23.45,0
13/01/2021 24.00,0
14/01/2021 00.15,0
14/01/2021 00.30,0
14/01/2021 00.45,0
14/01/2021 01.00,0
14/01/2021 01.15,0
14/01/2021 01.30,0
14/01/2021 01.45,0
14/01/2021 02.00,0
14/01/2021 02.15,0
14/01/2021 02.30,0
14/01/2021 02.45,0
14/01/2021 03.00,0
14/01/2021 03.15,0
14/01/2021 03.30,0
14/01/2021 03.45,0
14/01/2021 04.00,0
14/01/2021 04.15,0
14/01/2021 04.30,0
14/01/2021 04.45,0
14/01/2021 05.00,0
14/01/2021 05.15,0
14/01/2021 05.30,0
14/01/2021 05.45,0
14/01/2021 06.00,0
14/01/2021 06.15,0
14/01/2021 06.30,0
14/01/2021 06.45,0
14/01/2021 07.00,48
14/01/2021 07.15,168
14/01/2021 07.30,324
14/01/2021 07.45,900
14/01/2021 08.00,1404
14/01/2021 08.15,1776
14/01/2021 08.30,2160
14/01/2021 08.45,2520
14/01/2021 09.00,2868
14/01/2021 09.15,3204
14/01/2021 09.30,3504
14/01/2021 09.45,3708
14/01/2021 10.00,4032
14/01/2021 10.15,4260
14/01/2021 10.30,4464
14/01/2021 10.45,4608
14/01/2021 11.00,4740
14/01/2021 11.15,4872
14/01/2021 11.30,4920
14/01/2021 11.45,4896
14/01/2021 12.00,4932
14/01/2021 12.15,4956
14/01/2021 12.30,4932
14/01/2021 12.45,4896
14/01/2021 13.00,4896
14/01/2021 13.15,4824
14/01/2021 13.30,4692
14/01/2021 13.45,4632
14/01/2021 14.00,4476
14/01/2021 14.15,4248
14/01/2021 14.30,3972
14/01/2021 14.45,3756
14/01/2021 15.00,3480
14/01/2021 15.15,3156
14/01/2021 15.30,2856
14/01/2021 15.45,2592
14/01/2021 16.00,2208
14/01/2021 16.15,1872
14/01/2021 16.30,1500
14/01/2021 16.45,1152
14/01/2021 17.00,816
14/01/2021 17.15,504
14/01/2021 17.30,216
14/01/2021 17.45,84
14/01/2021 18.00,0
14/01/2021 18.15,0
14/01/2021 18.30,0
14/01/2021 18.45,0
14/01/2021 19.00,0
14/01/2021 19.15,0
14/01/2021 19.30,0
14/01/2021 19.45,0
14/01/2021 20.00,0
14/01/2021 20.15,0
14/01/2021 20.30,0
14/01/2021 20.45,0
14/01/2021 21.00,0
14/01/2021 21.15,0
14/01/2021 21.30,0
14/01/2021 21.45,0
14/01/2021 22.00,0
14/01/2021 22.15,0
14/01/2021 22.30,0
14/01/2021 22.45,0
14/01/2021 23.00,0
14/01/2021 23.15,0
14/01/2021 23.30,0
14/01/2021 23.45,0
14/01/2021 24.00,0
15/01/2021 00.15,0
15/01/2021 00.30,0
15/01/2021 00.45,0
15/01/2021 01.00,0
15/01/2021 01.15,0
15/01/2021 01.30,0
15/01/2021 01.45,0
15/01/2021 02.00,0
15/01/2021 02.15,0
15/01/2021 02.30,0
15/01/2021 02.45,0
15/01/2021 03.00,0
15/01/2021 03.15,0
15/01/2021 03.30,0
15/01/2021 03.45,0
15/01/2021 04.00,0
15/01/2021 04.15,0
15/01/2021 04.30,0
15/01/2021 04.45,0
15/01/2021 05.00,0
15/01/2021 05.15,0
15/01/2021 05.30,0
15/01/2021 05.45,0
15/01/2021 06.00,0
15/01/2021 06.15,0
15/01/2021 06.30,0
15/01/2021 06.45,0
15/01/2021 07.00,72
15/01/2021 07.15,216
15/01/2021 07.30,396
15/01/2021 07.45,792
15/01/2021 08.00,1248
15/01/2021 08.15,1776
15/01/2021 08.30,2112
15/01/2021 08.45,2544
15/01/2021 09.00,2880
15/01/2021 09.15,3132
15/01/2021 09.30,3384
15/01/2021 09.45,3540
15/01/2021 10.00,3768
15/01/2021 10.15,3888
15/01/2021 10.30,3864
15/01/2021 10.45,4368
15/01/2021 11.00,4620
15/01/2021 11.15,4680
15/01/2021 11.30,4800
15/01/2021 11.45,4872
15/01/2021 12.00,4932
15/01/2021 12.15,4992
15/01/2021 12.30,4968
15/01/2021 12.45,4908
15/01/2021 13.00,4944
15/01/2021 13.15,4824
15/01/2021 13.30,4716
15/01/2021 13.45,4608
15/01/2021 14.00,4440
15/01/2021 14.15,4296
15/01/2021 14.30,4128
15/01/2021 14.45,3984
15/01/2021 15.00,3660
15/01/2021 15.15,3372
15/01/2021 15.30,3084
15/01/2021 15.45,2760
15/01/2021 16.00,2376
15/01/2021 16.15,2004
15/01/2021 16.30,1644
15/01/2021 16.45,1272
15/01/2021 17.00,864
15/01/2021 17.15,528
15/01/2021 17.30,228
15/01/2021 17.45,84
15/01/2021 18.00,12
15/01/2021 18.15,0
15/01/2021 18.30,0
15/01/2021 18.45,0
15/01/2021 19.00,0
15/01/2021 19.15,0
15/01/2021 19.30,0
15/01/2021 19.45,0
15/01/2021 20.00,0
15/01/2021 20.15,0
15/01/2021 20.30,0
15/01/2021 20.45,0
15/01/2021 21.00,0
15/01/2021 21.15,0
15/01/2021 21.30,0
15/01/2021 21.45,0
15/01/2021 22.00,0
15/01/2021 22.15,0
15/01/2021 22.30,0
15/01/2021 22.45,0
15/01/2021 23.00,0
15/01/2021 23.15,0
15/01/2021 23.30,0
15/01/2021 23.45,0
15/01/2021 24.00,0
16/01/2021 00.15,0
16/01/2021 00.30,0
16/01/2021 00.45,0
16/01/2021 01.00,0
16/01/2021 01.15,0
16/01/2021 01.30,0
16/01/2021 01.45,0
16/01/2021 02.00,0
16/01/2021 02.15,0
16/01/2021 02.30,0
16/01/2021 02.45,0
16/01/2021 03.00,0
16/01/2021 03.15,0
16/01/2021 03.30,0
16/01/2021 03.45,0
16/01/2021 04.00,0
16/01/2021 04.15,0
16/01/2021 04.30,0
16/01/2021 04.45,0
16/01/2021 05.00,0
16/01/2021 05.15,0
16/01/2021 05.30,0
16/01/2021 05.45,0
16/01/2021 06.00,0
16/01/2021 06.15,0
16/01/2021 06.30,0
16/01/2021 06.45,0
16/01/2021 07.00,48
16/01/2021 07.15,180
16/01/2021 07.30,384
16/01/2021 07.45,792
16/01/2021 08.00,1260
16/01/2021 08.15,1620
16/01/2021 08.30,2016
16/01/2021 08.45,2352
16/01/2021 09.00,2688
16/01/2021 09.15,3036
16/01/2021 09.30,3372
16/01/2021 09.45,3624
16/01/2021 10.00,3852
16/01/2021 10.15,4068
16/01/2021 10.30,4260
16/01/2021 10.45,4392
16/01/2021 11.00,4524
16/01/2021 11.15,4632
16/01/2021 11.30,4716
16/01/2021 11.45,4812
16/01/2021 12.00,4812
16/01/2021 12.15,4848
16/01/2021 12.30,4896
16/01/2021 12.45,4872
16/01/2021 13.00,4824
16/01/2021 13.15,4716
16/01/2021 13.30,4536
16/01/2021 13.45,4440
16/01/2021 14.00,4308
16/01/2021 14.15,4104
16/01/2021 14.30,3888
16/01/2021 14.45,3720
16/01/2021 15.00,3480
16/01/2021 15.15,3312
16/01/2021 15.30,2208
16/01/2021 15.45,2028
16/01/2021 16.00,2232
16/01/2021 16.15,1872
16/01/2021 16.30,1476
16/01/2021 16.45,1140
16/01/2021 17.00,756
16/01/2021 17.15,468
16/01/2021 17.30,228
16/01/2021 17.45,84
16/01/2021 18.00,12
16/01/2021 18.15,0
16/01/2021 18.30,0
16/01/2021 18.45,0
16/01/2021 19.00,0
16/01/2021 19.15,0
16/01/2021 19.30,0
16/01/2021 19.45,0
16/01/2021 20.00,0
16/01/2021 20.15,0
16/01/2021 20.30,0
16/01/2021 20.45,0
16/01/2021 21.00,0
16/01/2021 21.15,0
16/01/2021 21.30,0
16/01/2021 21.45,0
16/01/2021 22.00,0
16/01/2021 22.15,0
16/01/2021 22.30,0
16/01/2021 22.45,0
16/01/2021 23.00,0
16/01/2021 23.15,0
16/01/2021 23.30,0
16/01/2021 23.45,0
16/01/2021 24.00,0
17/01/2021 00.15,0
17/01/2021 00.30,0
17/01/2021 00.45,0
17/01/2021 01.00,0
17/01/2021 01.15,0
17/01/2021 01.30,0
17/01/2021 01.45,0
17/01/2021 02.00,0
17/01/2021 02.15,0
17/01/2021 02.30,0
17/01/2021 02.45,0
17/01/2021 03.00,0
17/01/2021 03.15,0
17/01/2021 03.30,0
17/01/2021 03.45,0
17/01/2021 04.00,0
17/01/2021 04.15,0
17/01/2021 04.30,0
17/01/2021 04.45,0
17/01/2021 05.00,0
17/01/2021 05.15,0
17/01/2021 05.30,0
17/01/2021 05.45,0
17/01/2021 06.00,0
17/01/2021 06.15,0
17/01/2021 06.30,0
17/01/2021 06.45,0
17/01/2021 07.00,0
17/01/2021 07.15,12
17/01/2021 07.30,48
17/01/2021 07.45,108
17/01/2021 08.00,240
17/01/2021 08.15,420
17/01/2021 08.30,684
17/01/2021 08.45,972
17/01/2021 09.00,1128
17/01/2021 09.15,1392
17/01/2021 09.30,1824
17/01/2021 09.45,2196
17/01/2021 10.00,2304
17/01/2021 10.15,2460
17/01/2021 10.30,2832
17/01/2021 10.45,3312
17/01/2021 11.00,4056
17/01/2021 11.15,3972
17/01/2021 11.30,4044
17/01/2021 11.45,4164
17/01/2021 12.00,4368
17/01/2021 12.15,4356
17/01/2021 12.30,4272
17/01/2021 12.45,4404
17/01/2021 13.00,3648
17/01/2021 13.15,4260
17/01/2021 13.30,4368
17/01/2021 13.45,3936
17/01/2021 14.00,4260
17/01/2021 14.15,4188
17/01/2021 14.30,4020
17/01/2021 14.45,3792
17/01/2021 15.00,3540
17/01/2021 15.15,3336
17/01/2021 15.30,2592
17/01/2021 15.45,2448
17/01/2021 16.00,1296
17/01/2021 16.15,1512
17/01/2021 16.30,1308
17/01/2021 16.45,648
17/01/2021 17.00,384
17/01/2021 17.15,384
17/01/2021 17.30,264
17/01/2021 17.45,84
17/01/2021 18.00,12
17/01/2021 18.15,0
17/01/2021 18.30,0
17/01/2021 18.45,0
17/01/2021 19.00,0
17/01/2021 19.15,0
17/01/2021 19.30,0
17/01/2021 19.45,0
17/01/2021 20.00,0
17/01/2021 20.15,0
17/01/2021 20.30,0
17/01/2021 20.45,0
17/01/2021 21.00,0
17/01/2021 21.15,0
17/01/2021 21.30,0
17/01/2021 21.45,0
17/01/2021 22.00,0
17/01/2021 22.15,0
17/01/2021 22.30,0
17/01/2021 22.45,0
17/01/2021 23.00,0
17/01/2021 23.15,0
17/01/2021 23.30,0
17/01/2021 23.45,0
17/01/2021 24.00,0
18/01/2021 00.15,0
18/01/2021 00.30,0
18/01/2021 00.45,0
18/01/2021 01.00,0
18/01/2021 01.15,0
18/01/2021 01.30,0
18/01/2021 01.45,0
18/01/2021 02.00,0
18/01/2021 02.15,0
18/01/2021 02.30,0
18/01/2021 02.45,0
18/01/2021 03.00,0
18/01/2021 03.15,0
18/01/2021 03.30,0
18/01/2021 03.45,0
18/01/2021 04.00,0
18/01/2021 04.15,0
18/01/2021 04.30,0
18/01/2021 04.45,0
18/01/2021 05.00,0
18/01/2021 05.15,0
18/01/2021 05.30,0
18/01/2021 05.45,0
18/01/2021 06.00,0
18/01/2021 06.15,0
18/01/2021 06.30,0
18/01/2021 06.45,0
18/01/2021 07.00,48
18/01/2021 07.15,180
18/01/2021 07.30,360
18/01/2021 07.45,840
18/01/2021 08.00,1272
18/01/2021 08.15,1644
18/01/2021 08.30,2076
18/01/2021 08.45,2448
18/01/2021 09.00,2832
18/01/2021 09.15,3168
18/01/2021 09.30,3480
18/01/2021 09.45,3768
18/01/2021 10.00,4032
18/01/2021 10.15,4200
18/01/2021 10.30,4416
18/01/2021 10.45,4608
18/01/2021 11.00,4788
18/01/2021 11.15,4932
18/01/2021 11.30,4992
18/01/2021 11.45,5064
18/01/2021 12.00,5100
18/01/2021 12.15,5100
18/01/2021 12.30,5076
18/01/2021 12.45,5052
18/01/2021 13.00,5004
18/01/2021 13.15,4980
18/01/2021 13.30,4848
18/01/2021 13.45,4692
18/01/2021 14.00,4512
18/01/2021 14.15,4296
18/01/2021 14.30,4080
18/01/2021 14.45,3852
18/01/2021 15.00,3648
18/01/2021 15.15,3372
18/01/2021 15.30,3084
18/01/2021 15.45,2748
18/01/2021 16.00,2400
18/01/2021 16.15,2040
18/01/2021 16.30,1668
18/01/2021 16.45,1272
18/01/2021 17.00,912
18/01/2021 17.15,588
18/01/2021 17.30,276
18/01/2021 17.45,108
18/01/2021 18.00,12
18/01/2021 18.15,0
18/01/2021 18.30,0
18/01/2021 18.45,0
18/01/2021 19.00,0
18/01/2021 19.15,0
18/01/2021 19.30,0
18/01/2021 19.45,0
18/01/2021 20.00,0
18/01/2021 20.15,0
18/01/2021 20.30,0
18/01/2021 20.45,0
18/01/2021 21.00,0
18/01/2021 21.15,0
18/01/2021 21.30,0
18/01/2021 21.45,0
18/01/2021 22.00,0
18/01/2021 22.15,0
18/01/2021 22.30,0
18/01/2021 22.45,0
18/01/2021 23.00,0
18/01/2021 23.15,0
18/01/2021 23.30,0
18/01/2021 23.45,0
18/01/2021 24.00,0
19/01/2021 00.15,0
19/01/2021 00.30,0
19/01/2021 00.45,0
19/01/2021 01.00,0
19/01/2021 01.15,0
19/01/2021 01.30,0
19/01/2021 01.45,0
19/01/2021 02.00,0
19/01/2021 02.15,0
19/01/2021 02.30,0
19/01/2021 02.45,0
19/01/2021 03.00,0
19/01/2021 03.15,0
19/01/2021 03.30,0
19/01/2021 03.45,0
19/01/2021 04.00,0
19/01/2021 04.15,0
19/01/2021 04.30,0
19/01/2021 04.45,0
19/01/2021 05.00,0
19/01/2021 05.15,0
19/01/2021 05.30,0
19/01/2021 05.45,0
19/01/2021 06.00,0
19/01/2021 06.15,0
19/01/2021 06.30,0
19/01/2021 06.45,0
19/01/2021 07.00,24
19/01/2021 07.15,72
19/01/2021 07.30,372
19/01/2021 07.45,888
19/01/2021 08.00,1332
19/01/2021 08.15,1776
19/01/2021 08.30,2088
19/01/2021 08.45,2472
19/01/2021 09.00,2904
19/01/2021 09.15,3264
19/01/2021 09.30,3600
19/01/2021 09.45,3876
19/01/2021 10.00,4128
19/01/2021 10.15,4332
19/01/2021 10.30,4560
19/01/2021 10.45,4752
19/01/2021 11.00,4920
19/01/2021 11.15,5052
19/01/2021 11.30,5160
19/01/2021 11.45,5220
19/01/2021 12.00,5244
19/01/2021 12.15,5232
19/01/2021 12.30,5256
19/01/2021 12.45,5196
19/01/2021 13.00,5124
19/01/2021 13.15,5040
19/01/2021 13.30,4944
19/01/2021 13.45,4764
19/01/2021 14.00,4476
19/01/2021 14.15,4416
19/01/2021 14.30,4188
19/01/2021 14.45,4008
19/01/2021 15.00,3576
19/01/2021 15.15,3228
19/01/2021 15.30,2940
19/01/2021 15.45,2772
19/01/2021 16.00,2784
19/01/2021 16.15,1788
19/01/2021 16.30,1188
19/01/2021 16.45,840
19/01/2021 17.00,888
19/01/2021 17.15,528
19/01/2021 17.30,336
19/01/2021 17.45,132
19/01/2021 18.00,24
19/01/2021 18.15,0
19/01/2021 18.30,0
19/01/2021 18.45,0
19/01/2021 19.00,0
19/01/2021 19.15,0
19/01/2021 19.30,0
19/01/2021 19.45,0
19/01/2021 20.00,0
19/01/2021 20.15,0
19/01/2021 20.30,0
19/01/2021 20.45,0
19/01/2021 21.00,0
19/01/2021 21.15,0
19/01/2021 21.30,0
19/01/2021 21.45,0
19/01/2021 22.00,0
19/01/2021 22.15,0
19/01/2021 22.30,0
19/01/2021 22.45,0
19/01/2021 23.00,0
19/01/2021 23.15,0
19/01/2021 23.30,0
19/01/2021 23.45,0
19/01/2021 24.00,0
20/01/2021 00.15,0
20/01/2021 00.30,0
20/01/2021 00.45,0
20/01/2021 01.00,0
20/01/2021 01.15,0
20/01/2021 01.30,0
20/01/2021 01.45,0
20/01/2021 02.00,0
20/01/2021 02.15,0
20/01/2021 02.30,0
20/01/2021 02.45,0
20/01/2021 03.00,0
20/01/2021 03.15,0
20/01/2021 03.30,0
20/01/2021 03.45,0
20/01/2021 04.00,0
20/01/2021 04.15,0
20/01/2021 04.30,0
20/01/2021 04.45,0
20/01/2021 05.00,0
20/01/2021 05.15,0
20/01/2021 05.30,0
20/01/2021 05.45,0
20/01/2021 06.00,0
20/01/2021 06.15,0
20/01/2021 06.30,0
20/01/2021 06.45,0
20/01/2021 07.00,48
20/01/2021 07.15,180
20/01/2021 07.30,300
20/01/2021 07.45,864
20/01/2021 08.00,1296
20/01/2021 08.15,1680
20/01/2021 08.30,2028
20/01/2021 08.45,2412
20/01/2021 09.00,2760
20/01/2021 09.15,3144
20/01/2021 09.30,3504
20/01/2021 09.45,3792
20/01/2021 10.00,4032
20/01/2021 10.15,4236
20/01/2021 10.30,4344
20/01/2021 10.45,4476
20/01/2021 11.00,4668
20/01/2021 11.15,4764
20/01/2021 11.30,4812
20/01/2021 11.45,4956
20/01/2021 12.00,4992
20/01/2021 12.15,4992
20/01/2021 12.30,5016
20/01/2021 12.45,4992
20/01/2021 13.00,4932
20/01/2021 13.15,4848
20/01/2021 13.30,4740
20/01/2021 13.45,4596
20/01/2021 14.00,4476
20/01/2021 14.15,4308
20/01/2021 14.30,4152
20/01/2021 14.45,3936
20/01/2021 15.00,3720
20/01/2021 15.15,3360
20/01/2021 15.30,3036
20/01/2021 15.45,2664
20/01/2021 16.00,2376
20/01/2021 16.15,2052
20/01/2021 16.30,1668
20/01/2021 16.45,1320
20/01/2021 17.00,948
20/01/2021 17.15,624
20/01/2021 17.30,300
20/01/2021 17.45,108
20/01/2021 18.00,12
20/01/2021 18.15,0
20/01/2021 18.30,0
20/01/2021 18.45,0
20/01/2021 19.00,0
20/01/2021 19.15,0
20/01/2021 19.30,0
20/01/2021 19.45,0
20/01/2021 20.00,0
20/01/2021 20.15,0
20/01/2021 20.30,0
20/01/2021 20.45,0
20/01/2021 21.00,0
20/01/2021 21.15,0
20/01/2021 21.30,0
20/01/2021 21.45,0
20/01/2021 22.00,0
20/01/2021 22.15,0
20/01/2021 22.30,0
20/01/2021 22.45,0
20/01/2021 23.00,0
20/01/2021 23.15,0
20/01/2021 23.30,0
20/01/2021 23.45,0
20/01/2021 24.00,0
21/01/2021 00.15,0
21/01/2021 00.30,0
21/01/2021 00.45,0
21/01/2021 01.00,0
21/01/2021 01.15,0
21/01/2021 01.30,0
21/01/2021 01.45,0
21/01/2021 02.00,0
21/01/2021 02.15,0
21/01/2021 02.30,0
21/01/2021 02.45,0
21/01/2021 03.00,0
21/01/2021 03.15,0
21/01/2021 03.30,0
21/01/2021 03.45,0
21/01/2021 04.00,0
21/01/2021 04.15,0
21/01/2021 04.30,0
21/01/2021 04.45,0
21/01/2021 05.00,0
21/01/2021 05.15,0
21/01/2021 05.30,0
21/01/2021 05.45,0
21/01/2021 06.00,0
21/01/2021 06.15,0
21/01/2021 06.30,0
21/01/2021 06.45,0
21/01/2021 07.00,48
21/01/2021 07.15,192
21/01/2021 07.30,360
21/01/2021 07.45,828
21/01/2021 08.00,1260
21/01/2021 08.15,1584
21/01/2021 08.30,1956
21/01/2021 08.45,2292
21/01/2021 09.00,2664
21/01/2021 09.15,3000
21/01/2021 09.30,3336
21/01/2021 09.45,3600
21/01/2021 10.00,3864
21/01/2021 10.15,4068
21/01/2021 10.30,4248
21/01/2021 10.45,4392
21/01/2021 11.00,4464
21/01/2021 11.15,4656
21/01/2021 11.30,4740
21/01/2021 11.45,4872
21/01/2021 12.00,4920
21/01/2021 12.15,4944
21/01/2021 12.30,4908
21/01/2021 12.45,4896
21/01/2021 13.00,4896
21/01/2021 13.15,4740
21/01/2021 13.30,4716
21/01/2021 13.45,4548
21/01/2021 14.00,4380
21/01/2021 14.15,4212
21/01/2021 14.30,4032
21/01/2021 14.45,3504
21/01/2021 15.00,2760
21/01/2021 15.15,2988
21/01/2021 15.30,2604
21/01/2021 15.45,2208
21/01/2021 16.00,1992
21/01/2021 16.15,1800
21/01/2021 16.30,1656
21/01/2021 16.45,1248
21/01/2021 17.00,936
21/01/2021 17.15,528
21/01/2021 17.30,264
21/01/2021 17.45,96
21/01/2021 18.00,24
21/01/2021 18.15,0
21/01/2021 18.30,0
21/01/2021 18.45,0
21/01/2021 19.00,0
21/01/2021 19.15,0
21/01/2021 19.30,0
21/01/2021 19.45,0
21/01/2021 20.00,0
21/01/2021 20.15,0
21/01/2021 20.30,0
21/01/2021 20.45,0
21/01/2021 21.00,0
21/01/2021 21.15,0
21/01/2021 21.30,0
21/01/2021 21.45,0
21/01/2021 22.00,0
21/01/2021 22.15,0
21/01/2021 22.30,0
21/01/2021 22.45,0
21/01/2021 23.00,0
21/01/2021 23.15,0
21/01/2021 23.30,0
21/01/2021 23.45,0
21/01/2021 24.00,0
22/01/2021 00.15,0
22/01/2021 00.30,0
22/01/2021 00.45,0
22/01/2021 01.00,0
22/01/2021 01.15,0
22/01/2021 01.30,0
22/01/2021 01.45,0
22/01/2021 02.00,0
22/01/2021 02.15,0
22/01/2021 02.30,0
22/01/2021 02.45,0
22/01/2021 03.00,0
22/01/2021 03.15,0
22/01/2021 03.30,0
22/01/2021 03.45,0
22/01/2021 04.00,0
22/01/2021 04.15,0
22/01/2021 04.30,0
22/01/2021 04.45,0
22/01/2021 05.00,0
22/01/2021 05.15,0
22/01/2021 05.30,0
22/01/2021 05.45,0
22/01/2021 06.00,0
22/01/2021 06.15,0
22/01/2021 06.30,0
22/01/2021 06.45,0
22/01/2021 07.00,60
22/01/2021 07.15,228
22/01/2021 07.30,468
22/01/2021 07.45,984
22/01/2021 08.00,1404
22/01/2021 08.15,1680
22/01/2021 08.30,1836
22/01/2021 08.45,2208
22/01/2021 09.00,2496
22/01/2021 09.15,2940
22/01/2021 09.30,3180
22/01/2021 09.45,3540
22/01/2021 10.00,3696
22/01/2021 10.15,4008
22/01/2021 10.30,4200
22/01/2021 10.45,4332
22/01/2021 11.00,4440
22/01/2021 11.15,4512
22/01/2021 11.30,4584
22/01/2021 11.45,4584
22/01/2021 12.00,4656
22/01/2021 12.15,4632
22/01/2021 12.30,4488
22/01/2021 12.45,4680
22/01/2021 13.00,4680
22/01/2021 13.15,4596
22/01/2021 13.30,4512
22/01/2021 13.45,4440
22/01/2021 14.00,4272
22/01/2021 14.15,4080
22/01/2021 14.30,3828
22/01/2021 14.45,3612
22/01/2021 15.00,3432
22/01/2021 15.15,3156
22/01/2021 15.30,2892
22/01/2021 15.45,2520
22/01/2021 16.00,2196
22/01/2021 16.15,1956
22/01/2021 16.30,1524
22/01/2021 16.45,1200
22/01/2021 17.00,840
22/01/2021 17.15,588
22/01/2021 17.30,312
22/01/2021 17.45,132
22/01/2021 18.00,24
22/01/2021 18.15,0
