DateTime,kW
14/07/2022 04.15,0
14/07/2022 04.30,0
14/07/2022 04.45,0
14/07/2022 05.00,0
14/07/2022 05.15,0
14/07/2022 05.30,0
14/07/2022 05.45,0
14/07/2022 06.00,0
14/07/2022 06.15,16
14/07/2022 06.30,64
14/07/2022 06.45,96
14/07/2022 07.00,112
14/07/2022 07.15,160
14/07/2022 07.30,208
14/07/2022 07.45,256
14/07/2022 08.00,296
14/07/2022 08.15,352
14/07/2022 08.30,944
14/07/2022 08.45,1256
14/07/2022 09.00,1072
14/07/2022 09.15,1376
14/07/2022 09.30,1392
14/07/2022 09.45,1912
14/07/2022 10.00,2584
14/07/2022 10.15,1400
14/07/2022 10.30,1576
14/07/2022 10.45,2832
14/07/2022 11.00,3912
14/07/2022 11.15,3928
14/07/2022 11.30,3544
14/07/2022 11.45,4352
14/07/2022 12.00,4544
14/07/2022 12.15,3472
14/07/2022 12.30,4600
14/07/2022 12.45,4656
14/07/2022 13.00,3840
14/07/2022 13.15,1296
14/07/2022 13.30,1152
14/07/2022 13.45,792
14/07/2022 14.00,704
14/07/2022 14.15,1448
14/07/2022 14.30,1744
14/07/2022 14.45,1928
14/07/2022 15.00,2136
14/07/2022 15.15,1872
14/07/2022 15.30,1904
14/07/2022 15.45,2032
14/07/2022 16.00,1280
14/07/2022 16.15,1960
14/07/2022 16.30,1768
14/07/2022 16.45,1456
14/07/2022 17.00,1248
14/07/2022 17.15,928
14/07/2022 17.30,352
14/07/2022 17.45,304
14/07/2022 18.00,160
14/07/2022 18.15,72
14/07/2022 18.30,48
14/07/2022 18.45,0
14/07/2022 19.00,0
14/07/2022 19.15,0
14/07/2022 19.30,0
14/07/2022 19.45,0
14/07/2022 20.00,0
14/07/2022 20.15,0
14/07/2022 20.30,0
14/07/2022 20.45,0
14/07/2022 21.00,0
14/07/2022 21.15,0
14/07/2022 21.30,0
14/07/2022 21.45,0
14/07/2022 22.00,0
14/07/2022 22.15,0
14/07/2022 22.30,0
14/07/2022 22.45,0
14/07/2022 23.00,0
14/07/2022 23.15,0
14/07/2022 23.30,0
14/07/2022 23.45,0
14/07/2022 24.00,0
15/07/2022 00.15,0
15/07/2022 00.30,0
15/07/2022 00.45,0
15/07/2022 01.00,0
15/07/2022 01.15,0
15/07/2022 01.30,0
15/07/2022 01.45,0
15/07/2022 02.00,0
15/07/2022 02.15,0
15/07/2022 02.30,0
15/07/2022 02.45,0
15/07/2022 03.00,0
15/07/2022 03.15,0
15/07/2022 03.30,0
15/07/2022 03.45,0
15/07/2022 04.00,0
15/07/2022 04.15,0
15/07/2022 04.30,0
15/07/2022 04.45,0
15/07/2022 05.00,0
15/07/2022 05.15,0
15/07/2022 05.30,0
15/07/2022 05.45,0
15/07/2022 06.00,16
15/07/2022 06.15,104
15/07/2022 06.30,232
15/07/2022 06.45,352
15/07/2022 07.00,464
15/07/2022 07.15,552
15/07/2022 07.30,672
15/07/2022 07.45,1464
15/07/2022 08.00,2384
15/07/2022 08.15,1584
15/07/2022 08.30,1408
15/07/2022 08.45,760
15/07/2022 09.00,2256
15/07/2022 09.15,3016
15/07/2022 09.30,2696
15/07/2022 09.45,3896
15/07/2022 10.00,2128
15/07/2022 10.15,2592
15/07/2022 10.30,4424
15/07/2022 10.45,4328
15/07/2022 11.00,3224
15/07/2022 11.15,4728
15/07/2022 11.30,3640
15/07/2022 11.45,2704
15/07/2022 12.00,2888
15/07/2022 12.15,2264
15/07/2022 12.30,4584
15/07/2022 12.45,3136
15/07/2022 13.00,1840
15/07/2022 13.15,1864
15/07/2022 13.30,2224
15/07/2022 13.45,1704
15/07/2022 14.00,1432
15/07/2022 14.15,928
15/07/2022 14.30,864
15/07/2022 14.45,928
15/07/2022 15.00,688
15/07/2022 15.15,816
15/07/2022 15.30,1520
15/07/2022 15.45,1896
15/07/2022 16.00,1552
15/07/2022 16.15,800
15/07/2022 16.30,728
15/07/2022 16.45,832
15/07/2022 17.00,976
15/07/2022 17.15,1136
15/07/2022 17.30,936
15/07/2022 17.45,576
15/07/2022 18.00,384
15/07/2022 18.15,240
15/07/2022 18.30,88
15/07/2022 18.45,0
15/07/2022 19.00,0
15/07/2022 19.15,0
15/07/2022 19.30,0
15/07/2022 19.45,0
15/07/2022 20.00,0
15/07/2022 20.15,0
15/07/2022 20.30,0
15/07/2022 20.45,0
15/07/2022 21.00,0
15/07/2022 21.15,0
15/07/2022 21.30,0
15/07/2022 21.45,0
15/07/2022 22.00,0
15/07/2022 22.15,0
15/07/2022 22.30,0
15/07/2022 22.45,0
15/07/2022 23.00,0
15/07/2022 23.15,0
15/07/2022 23.30,0
15/07/2022 23.45,0
15/07/2022 24.00,0
16/07/2022 00.15,0
16/07/2022 00.30,0
16/07/2022 00.45,0
16/07/2022 01.00,0
16/07/2022 01.15,0
16/07/2022 01.30,0
16/07/2022 01.45,0
16/07/2022 02.00,0
16/07/2022 02.15,0
16/07/2022 02.30,0
16/07/2022 02.45,0
16/07/2022 03.00,0
16/07/2022 03.15,0
16/07/2022 03.30,0
16/07/2022 03.45,0
16/07/2022 04.00,0
16/07/2022 04.15,0
16/07/2022 04.30,0
16/07/2022 04.45,0
16/07/2022 05.00,0
16/07/2022 05.15,0
16/07/2022 05.30,0
16/07/2022 05.45,0
16/07/2022 06.00,8
16/07/2022 06.15,56
16/07/2022 06.30,168
16/07/2022 06.45,384
16/07/2022 07.00,552
16/07/2022 07.15,592
16/07/2022 07.30,1104
16/07/2022 07.45,1168
16/07/2022 08.00,1568
16/07/2022 08.15,2096
16/07/2022 08.30,2240
16/07/2022 08.45,2464
16/07/2022 09.00,2680
16/07/2022 09.15,2864
16/07/2022 09.30,2648
16/07/2022 09.45,3768
16/07/2022 10.00,3952
16/07/2022 10.15,2096
16/07/2022 10.30,2864
16/07/2022 10.45,3664
16/07/2022 11.00,4496
16/07/2022 11.15,4632
16/07/2022 11.30,4168
16/07/2022 11.45,3472
16/07/2022 12.00,4800
16/07/2022 12.15,3968
16/07/2022 12.30,2800
16/07/2022 12.45,4512
16/07/2022 13.00,3384
16/07/2022 13.15,4800
16/07/2022 13.30,4656
16/07/2022 13.45,4416
16/07/2022 14.00,4464
16/07/2022 14.15,2496
16/07/2022 14.30,1424
16/07/2022 14.45,1384
16/07/2022 15.00,3672
16/07/2022 15.15,3488
16/07/2022 15.30,3184
16/07/2022 15.45,2912
16/07/2022 16.00,2344
16/07/2022 16.15,2304
16/07/2022 16.30,2200
16/07/2022 16.45,1544
16/07/2022 17.00,1176
16/07/2022 17.15,1096
16/07/2022 17.30,808
16/07/2022 17.45,504
16/07/2022 18.00,320
16/07/2022 18.15,200
16/07/2022 18.30,72
16/07/2022 18.45,0
16/07/2022 19.00,0
16/07/2022 19.15,0
16/07/2022 19.30,0
16/07/2022 19.45,0
16/07/2022 20.00,0
16/07/2022 20.15,0
16/07/2022 20.30,0
16/07/2022 20.45,0
16/07/2022 21.00,0
16/07/2022 21.15,0
16/07/2022 21.30,0
16/07/2022 21.45,0
16/07/2022 22.00,0
16/07/2022 22.15,0
16/07/2022 22.30,0
16/07/2022 22.45,0
16/07/2022 23.00,0
16/07/2022 23.15,0
16/07/2022 23.30,0
16/07/2022 23.45,0
16/07/2022 24.00,0
17/07/2022 00.15,0
17/07/2022 00.30,0
17/07/2022 00.45,0
17/07/2022 01.00,0
17/07/2022 01.15,0
17/07/2022 01.30,0
17/07/2022 01.45,0
17/07/2022 02.00,0
17/07/2022 02.15,0
17/07/2022 02.30,0
17/07/2022 02.45,0
17/07/2022 03.00,0
17/07/2022 03.15,0
17/07/2022 03.30,0
17/07/2022 03.45,0
17/07/2022 04.00,0
17/07/2022 04.15,0
17/07/2022 04.30,0
17/07/2022 04.45,0
17/07/2022 05.00,0
17/07/2022 05.15,0
17/07/2022 05.30,0
17/07/2022 05.45,0
17/07/2022 06.00,40
17/07/2022 06.15,128
17/07/2022 06.30,200
17/07/2022 06.45,336
17/07/2022 07.00,568
17/07/2022 07.15,872
17/07/2022 07.30,1200
17/07/2022 07.45,1520
17/07/2022 08.00,1824
17/07/2022 08.15,2152
17/07/2022 08.30,2544
17/07/2022 08.45,2736
17/07/2022 09.00,2936
17/07/2022 09.15,3064
17/07/2022 09.30,1872
17/07/2022 09.45,3488
17/07/2022 10.00,3960
17/07/2022 10.15,4192
17/07/2022 10.30,4184
17/07/2022 10.45,3784
17/07/2022 11.00,4336
17/07/2022 11.15,4400
17/07/2022 11.30,4520
17/07/2022 11.45,4752
17/07/2022 12.00,4256
17/07/2022 12.15,4808
17/07/2022 12.30,4608
17/07/2022 12.45,4064
17/07/2022 13.00,4544
17/07/2022 13.15,3632
17/07/2022 13.30,3320
17/07/2022 13.45,3376
17/07/2022 14.00,1920
17/07/2022 14.15,4152
17/07/2022 14.30,4008
17/07/2022 14.45,664
17/07/2022 15.00,408
17/07/2022 15.15,2016
17/07/2022 15.30,3896
17/07/2022 15.45,3456
17/07/2022 16.00,3312
17/07/2022 16.15,2520
17/07/2022 16.30,2232
17/07/2022 16.45,1880
17/07/2022 17.00,1384
17/07/2022 17.15,1200
17/07/2022 17.30,928
17/07/2022 17.45,552
17/07/2022 18.00,376
17/07/2022 18.15,160
17/07/2022 18.30,64
17/07/2022 18.45,0
17/07/2022 19.00,0
17/07/2022 19.15,0
17/07/2022 19.30,0
17/07/2022 19.45,0
17/07/2022 20.00,0
17/07/2022 20.15,0
17/07/2022 20.30,0
17/07/2022 20.45,0
17/07/2022 21.00,0
17/07/2022 21.15,0
17/07/2022 21.30,0
17/07/2022 21.45,0
17/07/2022 22.00,0
17/07/2022 22.15,0
17/07/2022 22.30,0
17/07/2022 22.45,0
17/07/2022 23.00,0
17/07/2022 23.15,0
17/07/2022 23.30,0
17/07/2022 23.45,0
17/07/2022 24.00,0
18/07/2022 00.15,0
18/07/2022 00.30,0
18/07/2022 00.45,0
18/07/2022 01.00,0
18/07/2022 01.15,0
18/07/2022 01.30,0
18/07/2022 01.45,0
18/07/2022 02.00,0
18/07/2022 02.15,0
18/07/2022 02.30,0
18/07/2022 02.45,0
18/07/2022 03.00,0
18/07/2022 03.15,0
18/07/2022 03.30,0
18/07/2022 03.45,0
18/07/2022 04.00,0
18/07/2022 04.15,0
18/07/2022 04.30,0
18/07/2022 04.45,0
18/07/2022 05.00,0
18/07/2022 05.15,0
18/07/2022 05.30,0
18/07/2022 05.45,0
18/07/2022 06.00,16
18/07/2022 06.15,80
18/07/2022 06.30,168
18/07/2022 06.45,320
18/07/2022 07.00,504
18/07/2022 07.15,760
18/07/2022 07.30,1120
18/07/2022 07.45,1440
18/07/2022 08.00,1736
18/07/2022 08.15,2048
18/07/2022 08.30,2368
18/07/2022 08.45,2704
18/07/2022 09.00,2872
18/07/2022 09.15,3152
18/07/2022 09.30,3368
18/07/2022 09.45,3664
18/07/2022 10.00,3904
18/07/2022 10.15,4056
18/07/2022 10.30,3368
18/07/2022 10.45,3840
18/07/2022 11.00,3584
18/07/2022 11.15,3840
18/07/2022 11.30,3752
18/07/2022 11.45,4480
18/07/2022 12.00,2920
18/07/2022 12.15,4080
18/07/2022 12.30,4232
18/07/2022 12.45,3848
18/07/2022 13.00,4080
18/07/2022 13.15,4072
18/07/2022 13.30,3344
18/07/2022 13.45,2944
18/07/2022 14.00,2336
18/07/2022 14.15,1840
18/07/2022 14.30,3392
18/07/2022 14.45,3272
18/07/2022 15.00,1848
18/07/2022 15.15,720
18/07/2022 15.30,440
18/07/2022 15.45,416
18/07/2022 16.00,584
18/07/2022 16.15,448
18/07/2022 16.30,776
18/07/2022 16.45,2136
18/07/2022 17.00,1344
18/07/2022 17.15,752
18/07/2022 17.30,704
18/07/2022 17.45,432
18/07/2022 18.00,248
18/07/2022 18.15,144
18/07/2022 18.30,64
18/07/2022 18.45,0
18/07/2022 19.00,0
18/07/2022 19.15,0
18/07/2022 19.30,0
18/07/2022 19.45,0
18/07/2022 20.00,0
18/07/2022 20.15,0
18/07/2022 20.30,0
18/07/2022 20.45,0
18/07/2022 21.00,0
18/07/2022 21.15,0
18/07/2022 21.30,0
18/07/2022 21.45,0
18/07/2022 22.00,0
18/07/2022 22.15,0
18/07/2022 22.30,0
18/07/2022 22.45,0
18/07/2022 23.00,0
18/07/2022 23.15,0
18/07/2022 23.30,0
18/07/2022 23.45,0
18/07/2022 24.00,0
19/07/2022 00.15,0
19/07/2022 00.30,0
19/07/2022 00.45,0
19/07/2022 01.00,0
19/07/2022 01.15,0
19/07/2022 01.30,0
19/07/2022 01.45,0
19/07/2022 02.00,0
19/07/2022 02.15,0
19/07/2022 02.30,0
19/07/2022 02.45,0
19/07/2022 03.00,0
19/07/2022 03.15,0
19/07/2022 03.30,0
19/07/2022 03.45,0
19/07/2022 04.00,0
19/07/2022 04.15,0
19/07/2022 04.30,0
19/07/2022 04.45,0
19/07/2022 05.00,0
19/07/2022 05.15,0
19/07/2022 05.30,0
19/07/2022 05.45,0
19/07/2022 06.00,8
19/07/2022 06.15,128
19/07/2022 06.30,296
19/07/2022 06.45,432
19/07/2022 07.00,616
19/07/2022 07.15,864
19/07/2022 07.30,1192
19/07/2022 07.45,1376
19/07/2022 08.00,1632
19/07/2022 08.15,2016
19/07/2022 08.30,2392
19/07/2022 08.45,2672
19/07/2022 09.00,2808
19/07/2022 09.15,3008
19/07/2022 09.30,3232
19/07/2022 09.45,3368
19/07/2022 10.00,3440
19/07/2022 10.15,4072
19/07/2022 10.30,4088
19/07/2022 10.45,3712
19/07/2022 11.00,4208
19/07/2022 11.15,3088
19/07/2022 11.30,4024
19/07/2022 11.45,3144
19/07/2022 12.00,4608
19/07/2022 12.15,3376
19/07/2022 12.30,4800
19/07/2022 12.45,3592
19/07/2022 13.00,3568
19/07/2022 13.15,4376
19/07/2022 13.30,4672
19/07/2022 13.45,4128
19/07/2022 14.00,4664
19/07/2022 14.15,4240
19/07/2022 14.30,4304
19/07/2022 14.45,3712
19/07/2022 15.00,1680
19/07/2022 15.15,1032
19/07/2022 15.30,776
19/07/2022 15.45,208
19/07/2022 16.00,160
19/07/2022 16.15,232
19/07/2022 16.30,336
19/07/2022 16.45,520
19/07/2022 17.00,1200
19/07/2022 17.15,800
19/07/2022 17.30,488
19/07/2022 17.45,328
19/07/2022 18.00,216
19/07/2022 18.15,112
19/07/2022 18.30,24
19/07/2022 18.45,0
19/07/2022 19.00,0
19/07/2022 19.15,0
19/07/2022 19.30,0
19/07/2022 19.45,0
19/07/2022 20.00,0
19/07/2022 20.15,0
19/07/2022 20.30,0
19/07/2022 20.45,0
19/07/2022 21.00,0
19/07/2022 21.15,0
19/07/2022 21.30,0
19/07/2022 21.45,0
19/07/2022 22.00,0
19/07/2022 22.15,0
19/07/2022 22.30,0
19/07/2022 22.45,0
19/07/2022 23.00,0
19/07/2022 23.15,0
19/07/2022 23.30,0
19/07/2022 23.45,0
19/07/2022 24.00,0
20/07/2022 00.15,0
20/07/2022 00.30,0
20/07/2022 00.45,0
20/07/2022 01.00,0
20/07/2022 01.15,0
20/07/2022 01.30,0
20/07/2022 01.45,0
20/07/2022 02.00,0
20/07/2022 02.15,0
20/07/2022 02.30,0
20/07/2022 02.45,0
20/07/2022 03.00,0
20/07/2022 03.15,0
20/07/2022 03.30,0
20/07/2022 03.45,0
20/07/2022 04.00,0
20/07/2022 04.15,0
20/07/2022 04.30,0
20/07/2022 04.45,0
20/07/2022 05.00,0
20/07/2022 05.15,0
20/07/2022 05.30,0
20/07/2022 05.45,0
20/07/2022 06.00,8
20/07/2022 06.15,72
20/07/2022 06.30,168
20/07/2022 06.45,272
20/07/2022 07.00,432
20/07/2022 07.15,608
20/07/2022 07.30,680
20/07/2022 07.45,688
20/07/2022 08.00,864
20/07/2022 08.15,1088
20/07/2022 08.30,656
20/07/2022 08.45,512
20/07/2022 09.00,480
20/07/2022 09.15,416
20/07/2022 09.30,432
20/07/2022 09.45,504
20/07/2022 10.00,616
20/07/2022 10.15,712
20/07/2022 10.30,1288
20/07/2022 10.45,2088
20/07/2022 11.00,2024
20/07/2022 11.15,2480
20/07/2022 11.30,3216
20/07/2022 11.45,1352
20/07/2022 12.00,1264
20/07/2022 12.15,2936
20/07/2022 12.30,2400
20/07/2022 12.45,2752
20/07/2022 13.00,3312
20/07/2022 13.15,2288
20/07/2022 13.30,3336
20/07/2022 13.45,4240
20/07/2022 14.00,3840
20/07/2022 14.15,2608
20/07/2022 14.30,3104
20/07/2022 14.45,4032
20/07/2022 15.00,2032
20/07/2022 15.15,1440
20/07/2022 15.30,1296
20/07/2022 15.45,1272
20/07/2022 16.00,1464
20/07/2022 16.15,1456
20/07/2022 16.30,1208
20/07/2022 16.45,1104
20/07/2022 17.00,752
20/07/2022 17.15,512
20/07/2022 17.30,512
20/07/2022 17.45,400
20/07/2022 18.00,192
20/07/2022 18.15,160
20/07/2022 18.30,80
20/07/2022 18.45,0
20/07/2022 19.00,0
20/07/2022 19.15,0
20/07/2022 19.30,0
20/07/2022 19.45,0
20/07/2022 20.00,0
20/07/2022 20.15,0
20/07/2022 20.30,0
20/07/2022 20.45,0
20/07/2022 21.00,0
20/07/2022 21.15,0
20/07/2022 21.30,0
20/07/2022 21.45,0
20/07/2022 22.00,0
20/07/2022 22.15,0
20/07/2022 22.30,0
20/07/2022 22.45,0
20/07/2022 23.00,0
20/07/2022 23.15,0
20/07/2022 23.30,0
20/07/2022 23.45,0
20/07/2022 24.00,0
21/07/2022 00.15,0
21/07/2022 00.30,0
21/07/2022 00.45,0
21/07/2022 01.00,0
21/07/2022 01.15,0
21/07/2022 01.30,0
21/07/2022 01.45,0
21/07/2022 02.00,0
21/07/2022 02.15,0
21/07/2022 02.30,0
21/07/2022 02.45,0
21/07/2022 03.00,0
21/07/2022 03.15,0
21/07/2022 03.30,0
21/07/2022 03.45,0
21/07/2022 04.00,0
21/07/2022 04.15,0
21/07/2022 04.30,0
21/07/2022 04.45,0
21/07/2022 05.00,0
21/07/2022 05.15,0
21/07/2022 05.30,0
21/07/2022 05.45,0
21/07/2022 06.00,0
21/07/2022 06.15,8
21/07/2022 06.30,168
21/07/2022 06.45,328
21/07/2022 07.00,440
21/07/2022 07.15,800
21/07/2022 07.30,720
21/07/2022 07.45,616
21/07/2022 08.00,640
21/07/2022 08.15,560
21/07/2022 08.30,472
21/07/2022 08.45,768
21/07/2022 09.00,672
21/07/2022 09.15,680
21/07/2022 09.30,440
21/07/2022 09.45,528
21/07/2022 10.00,1448
21/07/2022 10.15,2472
21/07/2022 10.30,3488
21/07/2022 10.45,2784
21/07/2022 11.00,1136
21/07/2022 11.15,1472
21/07/2022 11.30,1912
21/07/2022 11.45,2144
21/07/2022 12.00,2144
21/07/2022 12.15,1144
21/07/2022 12.30,2240
21/07/2022 12.45,1840
21/07/2022 13.00,1712
21/07/2022 13.15,2016
21/07/2022 13.30,1840
21/07/2022 13.45,1440
21/07/2022 14.00,2192
21/07/2022 14.15,2096
21/07/2022 14.30,3056
21/07/2022 14.45,3856
21/07/2022 15.00,3360
21/07/2022 15.15,2552
21/07/2022 15.30,1472
21/07/2022 15.45,2608
21/07/2022 16.00,2256
21/07/2022 16.15,2592
21/07/2022 16.30,1384
21/07/2022 16.45,1176
21/07/2022 17.00,1888
21/07/2022 17.15,856
21/07/2022 17.30,448
21/07/2022 17.45,216
21/07/2022 18.00,112
21/07/2022 18.15,64
21/07/2022 18.30,0
21/07/2022 18.45,0
21/07/2022 19.00,0
21/07/2022 19.15,0
21/07/2022 19.30,0
21/07/2022 19.45,0
21/07/2022 20.00,0
21/07/2022 20.15,0
21/07/2022 20.30,0
21/07/2022 20.45,0
21/07/2022 21.00,0
21/07/2022 21.15,0
21/07/2022 21.30,0
21/07/2022 21.45,0
21/07/2022 22.00,0
21/07/2022 22.15,0
21/07/2022 22.30,0
21/07/2022 22.45,0
21/07/2022 23.00,0
21/07/2022 23.15,0
21/07/2022 23.30,0
21/07/2022 23.45,0
21/07/2022 24.00,0
22/07/2022 00.15,0
22/07/2022 00.30,0
22/07/2022 00.45,0
22/07/2022 01.00,0
22/07/2022 01.15,0
22/07/2022 01.30,0
22/07/2022 01.45,0
22/07/2022 02.00,0
22/07/2022 02.15,0
22/07/2022 02.30,0
22/07/2022 02.45,0
22/07/2022 03.00,0
22/07/2022 03.15,0
22/07/2022 03.30,0
22/07/2022 03.45,0
22/07/2022 04.00,0
22/07/2022 04.15,0
22/07/2022 04.30,0
22/07/2022 04.45,0
22/07/2022 05.00,0
22/07/2022 05.15,0
22/07/2022 05.30,0
22/07/2022 05.45,0
22/07/2022 06.00,8
22/07/2022 06.15,32
22/07/2022 06.30,24
22/07/2022 06.45,32
22/07/2022 07.00,56
22/07/2022 07.15,32
22/07/2022 07.30,80
22/07/2022 07.45,112
22/07/2022 08.00,424
22/07/2022 08.15,208
22/07/2022 08.30,472
22/07/2022 08.45,1600
22/07/2022 09.00,2064
22/07/2022 09.15,1200
22/07/2022 09.30,1584
22/07/2022 09.45,2248
22/07/2022 10.00,2176
22/07/2022 10.15,3384
22/07/2022 10.30,2784
22/07/2022 10.45,4224
22/07/2022 11.00,4536
22/07/2022 11.15,4560
22/07/2022 11.30,3584
22/07/2022 11.45,4176
22/07/2022 12.00,5048
22/07/2022 12.15,4432
22/07/2022 12.30,5192
22/07/2022 12.45,4656
22/07/2022 13.00,2584
22/07/2022 13.15,2816
22/07/2022 13.30,3952
22/07/2022 13.45,2496
22/07/2022 14.00,296
22/07/2022 14.15,200
22/07/2022 14.30,296
22/07/2022 14.45,616
22/07/2022 15.00,488
22/07/2022 15.15,336
22/07/2022 15.30,288
22/07/2022 15.45,304
22/07/2022 16.00,176
22/07/2022 16.15,120
22/07/2022 16.30,0
22/07/2022 16.45,0
22/07/2022 17.00,0
22/07/2022 17.15,0
22/07/2022 17.30,0
22/07/2022 17.45,0
22/07/2022 18.00,0
22/07/2022 18.15,0
22/07/2022 18.30,0
22/07/2022 18.45,0
22/07/2022 19.00,0
22/07/2022 19.15,0
22/07/2022 19.30,0
22/07/2022 19.45,0
22/07/2022 20.00,0
22/07/2022 20.15,0
22/07/2022 20.30,0
22/07/2022 20.45,0
22/07/2022 21.00,0
22/07/2022 21.15,0
22/07/2022 21.30,0
22/07/2022 21.45,0
22/07/2022 22.00,0
22/07/2022 22.15,0
22/07/2022 22.30,0
22/07/2022 22.45,0
22/07/2022 23.00,0
22/07/2022 23.15,0
22/07/2022 23.30,0
22/07/2022 23.45,0
22/07/2022 24.00,0
23/07/2022 00.15,0
23/07/2022 00.30,0
23/07/2022 00.45,0
23/07/2022 01.00,0
23/07/2022 01.15,0
23/07/2022 01.30,0
23/07/2022 01.45,0
23/07/2022 02.00,0
23/07/2022 02.15,0
23/07/2022 02.30,0
23/07/2022 02.45,0
23/07/2022 03.00,0
23/07/2022 03.15,0
23/07/2022 03.30,0
23/07/2022 03.45,0
23/07/2022 04.00,0
23/07/2022 04.15,0
23/07/2022 04.30,0
23/07/2022 04.45,0
23/07/2022 05.00,0
23/07/2022 05.15,0
23/07/2022 05.30,0
23/07/2022 05.45,0
23/07/2022 06.00,8
23/07/2022 06.15,80
23/07/2022 06.30,216
23/07/2022 06.45,472
23/07/2022 07.00,560
23/07/2022 07.15,816
23/07/2022 07.30,1424
23/07/2022 07.45,1816
23/07/2022 08.00,1584
23/07/2022 08.15,1664
23/07/2022 08.30,1400
23/07/2022 08.45,1640
23/07/2022 09.00,1384
23/07/2022 09.15,1808
23/07/2022 09.30,1760
23/07/2022 09.45,1376
23/07/2022 10.00,640
23/07/2022 10.15,2160
23/07/2022 10.30,3296
23/07/2022 10.45,3272
23/07/2022 11.00,2632
23/07/2022 11.15,2152
23/07/2022 11.30,1568
23/07/2022 11.45,2288
23/07/2022 12.00,2312
23/07/2022 12.15,3264
23/07/2022 12.30,4400
23/07/2022 12.45,2904
23/07/2022 13.00,3056
23/07/2022 13.15,2520
23/07/2022 13.30,3912
23/07/2022 13.45,2072
23/07/2022 14.00,2888
23/07/2022 14.15,2984
23/07/2022 14.30,3264
23/07/2022 14.45,3560
23/07/2022 15.00,4160
23/07/2022 15.15,3792
23/07/2022 15.30,2704
23/07/2022 15.45,3128
23/07/2022 16.00,2304
23/07/2022 16.15,2304
23/07/2022 16.30,832
23/07/2022 16.45,776
23/07/2022 17.00,832
23/07/2022 17.15,976
23/07/2022 17.30,664
23/07/2022 17.45,656
23/07/2022 18.00,288
23/07/2022 18.15,104
23/07/2022 18.30,16
23/07/2022 18.45,0
23/07/2022 19.00,0
23/07/2022 19.15,0
23/07/2022 19.30,0
23/07/2022 19.45,0
23/07/2022 20.00,0
23/07/2022 20.15,0
23/07/2022 20.30,0
23/07/2022 20.45,0
23/07/2022 21.00,0
23/07/2022 21.15,0
23/07/2022 21.30,0
23/07/2022 21.45,0
23/07/2022 22.00,0
23/07/2022 22.15,0
23/07/2022 22.30,0
23/07/2022 22.45,0
23/07/2022 23.00,0
23/07/2022 23.15,0
23/07/2022 23.30,0
23/07/2022 23.45,0
23/07/2022 24.00,0
24/07/2022 00.15,0
24/07/2022 00.30,0
24/07/2022 00.45,0
24/07/2022 01.00,0
24/07/2022 01.15,0
24/07/2022 01.30,0
24/07/2022 01.45,0
24/07/2022 02.00,0
24/07/2022 02.15,0
24/07/2022 02.30,0
24/07/2022 02.45,0
24/07/2022 03.00,0
24/07/2022 03.15,0
24/07/2022 03.30,0
24/07/2022 03.45,0
24/07/2022 04.00,0
24/07/2022 04.15,0
24/07/2022 04.30,0
24/07/2022 04.45,0
24/07/2022 05.00,0
24/07/2022 05.15,0
24/07/2022 05.30,0
24/07/2022 05.45,0
24/07/2022 06.00,8
24/07/2022 06.15,32
24/07/2022 06.30,80
24/07/2022 06.45,176
24/07/2022 07.00,352
24/07/2022 07.15,832
24/07/2022 07.30,896
24/07/2022 07.45,1432
24/07/2022 08.00,1872
24/07/2022 08.15,1992
24/07/2022 08.30,2224
24/07/2022 08.45,3032
24/07/2022 09.00,3712
24/07/2022 09.15,3056
24/07/2022 09.30,3552
24/07/2022 09.45,4000
24/07/2022 10.00,2120
24/07/2022 10.15,3720
24/07/2022 10.30,3024
24/07/2022 10.45,4648
24/07/2022 11.00,2976
24/07/2022 11.15,1416
24/07/2022 11.30,904
24/07/2022 11.45,624
24/07/2022 12.00,1024
24/07/2022 12.15,3544
24/07/2022 12.30,1536
24/07/2022 12.45,2656
24/07/2022 13.00,1360
24/07/2022 13.15,1248
24/07/2022 13.30,1208
24/07/2022 13.45,1288
24/07/2022 14.00,1488
24/07/2022 14.15,1680
24/07/2022 14.30,1864
24/07/2022 14.45,1984
24/07/2022 15.00,1120
24/07/2022 15.15,688
24/07/2022 15.30,416
24/07/2022 15.45,224
24/07/2022 16.00,208
24/07/2022 16.15,304
24/07/2022 16.30,368
24/07/2022 16.45,472
24/07/2022 17.00,480
24/07/2022 17.15,552
24/07/2022 17.30,352
24/07/2022 17.45,304
24/07/2022 18.00,184
24/07/2022 18.15,96
24/07/2022 18.30,32
24/07/2022 18.45,0
24/07/2022 19.00,0
24/07/2022 19.15,0
24/07/2022 19.30,0
24/07/2022 19.45,0
24/07/2022 20.00,0
24/07/2022 20.15,0
24/07/2022 20.30,0
24/07/2022 20.45,0
24/07/2022 21.00,0
24/07/2022 21.15,0
24/07/2022 21.30,0
24/07/2022 21.45,0
24/07/2022 22.00,0
24/07/2022 22.15,0
24/07/2022 22.30,0
24/07/2022 22.45,0
24/07/2022 23.00,0
24/07/2022 23.15,0
24/07/2022 23.30,0
24/07/2022 23.45,0
24/07/2022 24.00,0
25/07/2022 00.15,0
25/07/2022 00.30,0
25/07/2022 00.45,0
25/07/2022 01.00,0
25/07/2022 01.15,0
25/07/2022 01.30,0
25/07/2022 01.45,0
25/07/2022 02.00,0
25/07/2022 02.15,0
